canonical_tag,synonym_count,synonyms,applied_counts,total_applied,max_applied,creation_dates,earliest_synonym,latest_synonym
parallel.for,1,parallel-for,2,2,2,2023-01-25,2023-01-25,2023-01-25
carriage-return,1,carriage-returns,2,2,2,2010-10-23,2010-10-23,2010-10-23
amazon-transcribe,1,aws-transcribe,2,2,2,2023-02-15,2023-02-15,2023-02-15
infrastructure-as-code,1,infrastructure-as-a-code,2,2,2,2019-11-15,2019-11-15,2019-11-15
watchos,1,watch-os,2,2,2,2019-12-10,2019-12-10,2019-12-10
integer-promotion,1,integral-promotion,2,2,2,2010-10-22,2010-10-22,2010-10-22
aws-opsworks,1,opsworks,2,2,2,2019-05-10,2019-05-10,2019-05-10
object-oriented-database,2,object-database|oodbms,1|1,2,1,2019-05-07|2019-05-07,2019-05-07,2019-05-07
aws-sdk,1,amazon-sdk,2,2,2,2019-05-10,2019-05-10,2019-05-10
gpu,1,gpu-programming,2,2,2,2021-01-24,2021-01-24,2021-01-24
google-analytics-firebase,2,google-analytics-android|google-analytics-v4,0|2,2,2,2019-06-05|2019-06-05,2019-06-05,2019-06-05
c1-cms,1,composite-c1,2,2,2,2017-02-21,2017-02-21,2017-02-21
vue-directives,2,vue.js-directives|vuejs-directive,1|1,2,1,2020-09-01|2020-09-01,2020-09-01,2020-09-01
custom-tags,1,customtags,2,2,2,2016-01-14,2016-01-14,2016-01-14
rtf,1,richtextformat,2,2,2,2011-01-06,2011-01-06,2011-01-06
komodo-ide,1,komodo,2,2,2,2016-01-25,2016-01-25,2016-01-25
significant-digits,1,significant-figures,2,2,2,2010-09-16,2010-09-16,2010-09-16
knockout-mapping-plugin,1,knockoutjs-mapping-plugin,2,2,2,2012-05-08,2012-05-08,2012-05-08
translation,1,t9n,2,2,2,2010-08-09,2010-08-09,2010-08-09
onenote,1,microsoft-office-onenote,2,2,2,2010-07-31,2010-07-31,2010-07-31
pty,1,pseudo-terminals,2,2,2,2013-08-17,2013-08-17,2013-08-17
asp.net-mvc-scaffolding,1,mvcscaffolding,2,2,2,2013-08-15,2013-08-15,2013-08-15
eventvalidation,1,event-validation,2,2,2,2018-09-21,2018-09-21,2018-09-21
ibm-api-management,1,api-management,2,2,2,2022-09-18,2022-09-18,2022-09-18
multipeer-connectivity,1,multipeer-conectivity-ios,2,2,2,2013-10-03,2013-10-03,2013-10-03
wow.js,1,wowjs,2,2,2,2019-02-09,2019-02-09,2019-02-09
go-gorm,1,gorm-mysql,2,2,2,2020-08-17,2020-08-17,2020-08-17
x87,2,8087cw|8087,0|2,2,2,2017-09-29|2017-09-29,2017-09-29,2017-09-29
iis-5,1,iis5,2,2,2,2013-12-04,2013-12-04,2013-12-04
appfabric,1,ms-velocity,2,2,2,2010-08-03,2010-08-03,2010-08-03
delphi-xe,1,delphi-2011,2,2,2,2010-09-02,2010-09-02,2010-09-02
background-image,1,multiple-backgrounds,2,2,2,2013-10-01,2013-10-01,2013-10-01
rider,1,jetbrains-rider,2,2,2,2024-05-23,2024-05-23,2024-05-23
infinite-scroll,1,endless-scroll,2,2,2,2014-02-08,2014-02-08,2014-02-08
go-echo,2,labstack-echo|echo-framework,0|2,2,2,2020-12-09|2019-05-25,2019-05-25,2020-12-09
android-ion,1,ion,2,2,2,2022-03-01,2022-03-01,2022-03-01
python-regex,1,pypi-regex,2,2,2,2021-02-24,2021-02-24,2021-02-24
clustered-index,1,clustered-indexing,2,2,2,2010-07-16,2010-07-16,2010-07-16
firebase-authentication,2,firebasesimplelogin|firebase-anonymous-authentication,2|0,2,2,2015-07-21|2017-11-21,2015-07-21,2017-11-21
jquery-ui-menu,1,jquery-ui-menubar,2,2,2,2016-07-05,2016-07-05,2016-07-05
front-controller,1,frontcontroller,2,2,2,2016-08-04,2016-08-04,2016-08-04
font-style,8,text-styling|strikethrough|italic|bold|text-shadow|textstyle|underscores|italics,0|0|1|1|0|0|0|0,2,1,2025-07-31|2025-07-31|2025-07-31|2025-07-31|2025-07-29|2025-07-29|2025-07-29|2025-07-24,2025-07-24,2025-07-31
xml-documentation,1,xmldoc,2,2,2,2019-05-04,2019-05-04,2019-05-04
embedded-database,1,embedded-db,1,1,1,2010-07-16,2010-07-16,2010-07-16
java-21,1,openjdk-21,1,1,1,2024-06-29,2024-06-29,2024-06-29
salt-cryptography,1,salted-hash,1,1,1,2024-07-08,2024-07-08,2024-07-08
salt-project,1,salt-stack,1,1,1,2024-07-08,2024-07-08,2024-07-08
redux,1,redux-reducers,1,1,1,2021-06-05,2021-06-05,2021-06-05
projects-and-solutions,1,project-files,1,1,1,2022-03-24,2022-03-24,2022-03-24
postgresql-9.6,1,postgres-9.6,1,1,1,2024-11-09,2024-11-09,2024-11-09
aop,1,aspect-oriented,1,1,1,2010-12-07,2010-12-07,2010-12-07
non-ascii-characters,2,accented-strings|non-ascii-chars,1|0,1,1,2015-12-02|2015-12-02,2015-12-02,2015-12-02
tensorflow-lite,1,tf-lite,1,1,1,2020-12-19,2020-12-19,2020-12-19
visual-web-developer,1,visual-web,1,1,1,2010-07-16,2010-07-16,2010-07-16
mac-address,1,mac-addr,1,1,1,2010-07-16,2010-07-16,2010-07-16
darkmode,1,dark-theme,1,1,1,2024-09-19,2024-09-19,2024-09-19
decimalformat,1,decimal-format,1,1,1,2018-09-08,2018-09-08,2018-09-08
entity-framework-4.1,1,entity-framework-ctp5,1,1,1,2011-07-09,2011-07-09,2011-07-09
azure-managed-identity,1,azure-msi,1,1,1,2019-07-01,2019-07-01,2019-07-01
backbone.js-collections,1,backbone-collections,1,1,1,2019-05-25,2019-05-25,2019-05-25
amd,1,js-amd,1,1,1,2015-05-13,2015-05-13,2015-05-13
wso2-choreo,1,choreo,1,1,1,2022-09-14,2022-09-14,2022-09-14
servercontrols,1,servercontrol,1,1,1,2018-09-06,2018-09-06,2018-09-06
interact.js,1,interact-js,1,1,1,2017-01-25,2017-01-25,2017-01-25
exoplayer,1,android-exoplayer,1,1,1,2019-02-09,2019-02-09,2019-02-09
django-class-based-views,1,class-based-views,1,1,1,2021-06-19,2021-06-19,2021-06-19
named-scope,1,named-scopes,1,1,1,2018-08-31,2018-08-31,2018-08-31
google-closure,1,google-closure-library,1,1,1,2013-08-29,2013-08-29,2013-08-29
jquery-easyui,1,jeasyui,1,1,1,2019-08-15,2019-08-15,2019-08-15
math.net,1,mathdotnet,1,1,1,2019-08-20,2019-08-20,2019-08-20
web-sql,1,webdb,1,1,1,2019-07-12,2019-07-12,2019-07-12
itemrenderer,1,itemrenderers,1,1,1,2018-08-28,2018-08-28,2018-08-28
android-7.0-nougat,1,android-n,1,1,1,2018-08-30,2018-08-30,2018-08-30
android-8.0-oreo,1,android-o,1,1,1,2018-08-31,2018-08-31,2018-08-31
changelog,1,change-log,1,1,1,2010-10-01,2010-10-01,2010-10-01
ecmascript-2018,1,es2018,1,1,1,2020-10-09,2020-10-09,2020-10-09
deep-learning,2,deep-neural-network|dnn-learning,1|0,1,1,2021-09-08|2021-09-08,2021-09-08,2021-09-08
dialect,1,dialects,1,1,1,2015-04-18,2015-04-18,2015-04-18
azure-pipelines-release-pipeline,1,vsts-release,1,1,1,2018-09-11,2018-09-11,2018-09-11
full-trust,1,fulltrust,1,1,1,2010-10-01,2010-10-01,2010-10-01
appcelerator,1,appc,1,1,1,2019-02-11,2019-02-11,2019-02-11
memory-overcommitment,1,overcommit,1,1,1,2019-02-11,2019-02-11,2019-02-11
mobile-chrome,1,chrome-mobile,1,1,1,2019-09-04,2019-09-04,2019-09-04
control-flow,2,program-flow|flow-of-control,1|0,1,1,2013-08-14|2010-10-06,2010-10-06,2013-08-14
dialogflow-es-fulfillment,1,dialogflow-fulfillment,1,1,1,2020-09-05,2020-09-05,2020-09-05
sharepoint-clientobject,1,client-object-model,1,1,1,2019-08-08,2019-08-08,2019-08-08
machine.config,1,machine-config,1,1,1,2019-08-15,2019-08-15,2019-08-15
same-origin-policy,1,allow-same-origin,1,1,1,2019-08-15,2019-08-15,2019-08-15
google-directions-api,3,google-maps-direction-api|google-direction-api|google-direction,0|0|1,1,1,2020-08-11|2020-06-28|2020-06-15,2020-06-15,2020-08-11
google-search-console,1,google-webmaster-tools,1,1,1,2021-11-04,2021-11-04,2021-11-04
noir,1,webnoir,1,1,1,2012-06-26,2012-06-26,2012-06-26
uibinder,1,gwt-uibinder,1,1,1,2010-09-03,2010-09-03,2010-09-03
picasa,1,google-picasa,1,1,1,2012-07-14,2012-07-14,2012-07-14
amazon-neptune,1,aws-neptune,1,1,1,2023-02-15,2023-02-15,2023-02-15
cordova9,1,cordova-9.0.0,1,1,1,2020-07-20,2020-07-20,2020-07-20
httpmodule,1,iis7httpmodule,1,1,1,2012-02-08,2012-02-08,2012-02-08
html5boilerplate,1,h5bp,1,1,1,2012-11-24,2012-11-24,2012-11-24
nsdocumentdirectory,1,nsdocumentsdirectory,1,1,1,2014-06-16,2014-06-16,2014-06-16
stellar.js,1,stellarjs,1,1,1,2014-06-17,2014-06-17,2014-06-17
saas,1,software-as-a-service,1,1,1,2014-07-06,2014-07-06,2014-07-06
javassist,1,javaassist,1,1,1,2016-11-10,2016-11-10,2016-11-10
amazon-api,1,amazonapi,1,1,1,2016-05-06,2016-05-06,2016-05-06
f#-fake,1,f#-make,1,1,1,2015-11-30,2015-11-30,2015-11-30
typelib,2,type-library|typelibrary,1|0,1,1,2019-03-13|2019-03-13,2019-03-13,2019-03-13
azure-devops-extensions,1,vsts-extension,1,1,1,2018-09-11,2018-09-11,2018-09-11
table-variable,1,table-variables,1,1,1,2011-05-02,2011-05-02,2011-05-02
distributed-transactions,1,distributedtransactions,1,1,1,2010-10-01,2010-10-01,2010-10-01
maven-jib,1,jib-maven-plugin,1,1,1,2021-09-28,2021-09-28,2021-09-28
widgetkit,1,ios-widget,1,1,1,2020-11-08,2020-11-08,2020-11-08
hyperledger-composer,1,fabric-composer,1,1,1,2017-05-02,2017-05-02,2017-05-02
visual-studio-macros,1,vs-macros,1,1,1,2012-12-24,2012-12-24,2012-12-24
sap-dotnet-connector,2,sap-nco|sap-connector,0|1,1,1,2020-01-14|2020-01-14,2020-01-14,2020-01-14
rich-communications-services,1,rcs-messaging,1,1,1,2023-02-17,2023-02-17,2023-02-17
do-not-use-typo-in-tag,1,state-managment,1,1,1,2023-03-05,2023-03-05,2023-03-05
sqlanywhere,1,sql-anywhere,1,1,1,2019-03-10,2019-03-10,2019-03-10
case-study,1,case-studies,1,1,1,2010-09-13,2010-09-13,2010-09-13
linq.js,1,linqjs,1,1,1,2019-03-22,2019-03-22,2019-03-22
yesod-julius,1,julius,1,1,1,2019-03-23,2019-03-23,2019-03-23
gil,2,globalinterpreterlock|global-interpreter-lock,0|1,1,1,2019-03-24|2010-10-01,2010-10-01,2019-03-24
tortoisehg,1,tortoise-hg,1,1,1,2010-12-22,2010-12-22,2010-12-22
google-surveys,1,google-consumer-surveys,1,1,1,2016-10-19,2016-10-19,2016-10-19
tinkerpop,1,apache-tinkerpop,1,1,1,2021-07-06,2021-07-06,2021-07-06
url-mapping,1,urlmappings,1,1,1,2015-01-27,2015-01-27,2015-01-27
phpcodesniffer,1,codesniffer,1,1,1,2022-06-13,2022-06-13,2022-06-13
aws-api-gateway,1,amazon-api-gateway,1,1,1,2023-05-23,2023-05-23,2023-05-23
nullable-reference-types,1,nullablereferencetypes,1,1,1,2019-12-30,2019-12-30,2019-12-30
haskell-criterion,1,criterion,1,1,1,2022-07-12,2022-07-12,2022-07-12
this,1,this-keyword,1,1,1,2022-07-25,2022-07-25,2022-07-25
lamina-clojure,1,lamina,1,1,1,2020-03-21,2020-03-21,2020-03-21
mezzio,1,zend-expressive,1,1,1,2020-03-21,2020-03-21,2020-03-21
sap-iq,1,sybase-iq,1,1,1,2020-12-16,2020-12-16,2020-12-16
sap-ase,1,sybase-ase,1,1,1,2020-12-16,2020-12-16,2020-12-16
pandas,2,pandas-2.x|pandas-1.x,1|0,1,1,2023-04-08|2023-04-08,2023-04-08,2023-04-08
kronos-workforce-central,1,kronos-wfc,1,1,1,2018-03-05,2018-03-05,2018-03-05
spark-ar-studio,1,facebook-ar-studio,1,1,1,2019-04-02,2019-04-02,2019-04-02
wso2-integration-studio,2,integration-studio|wso2developerstudio,1|0,1,1,2022-06-13|2022-06-13,2022-06-13,2022-06-13
ie-developer-tools,2,ie9-developer-tools|ie8-developer-tools,0|1,1,1,2013-05-26|2013-05-26,2013-05-26,2013-05-26
amazon-textract,1,aws-textract,1,1,1,2021-06-19,2021-06-19,2021-06-19
apache-spark-mllib,1,mllib,1,1,1,2015-09-30,2015-09-30,2015-09-30
system.text.json,1,system-text-json,1,1,1,2020-03-03,2020-03-03,2020-03-03
imageicon,1,image-icon,1,1,1,2018-09-21,2018-09-21,2018-09-21
python-unittest,1,pyunit,1,1,1,2018-10-28,2018-10-28,2018-10-28
replit,1,repl.it,1,1,1,2023-09-12,2023-09-12,2023-09-12
type-traits,1,typetraits,1,1,1,2023-09-13,2023-09-13,2023-09-13
android-4.3-jelly-bean,1,android-4.3,1,1,1,2014-04-05,2014-04-05,2014-04-05
android-1.5-cupcake,3,android-1.5|android-cupcake|cupcake,0|0|1,1,1,2014-04-05|2013-07-11|2013-07-11,2013-07-11,2014-04-05
r-maptools,1,maptools,1,1,1,2023-08-12,2023-08-12,2023-08-12
queryover,1,nhibernate-queryover,1,1,1,2013-11-04,2013-11-04,2013-11-04
autorotate,1,auto-rotation,1,1,1,2020-08-17,2020-08-17,2020-08-17
ember-cp-validations,1,ember-cp-validation,1,1,1,2017-07-24,2017-07-24,2017-07-24
hapi.js,1,hapijs,1,1,1,2022-06-06,2022-06-06,2022-06-06
xll,1,excel-xll,1,1,1,2011-11-05,2011-11-05,2011-11-05
mspec,1,machine.specifications,1,1,1,2011-11-16,2011-11-16,2011-11-16
wif,1,windows-identity-foundati,1,1,1,2010-08-26,2010-08-26,2010-08-26
ansi-sql,1,sql-ansi,1,1,1,2010-09-26,2010-09-26,2010-09-26
libqxt,1,qxt,1,1,1,2014-12-09,2014-12-09,2014-12-09
code-formatting,1,code-beautification,1,1,1,2014-12-01,2014-12-01,2014-12-01
custom-error-pages,1,404-page,1,1,1,2023-11-03,2023-11-03,2023-11-03
gis,1,geographical-information,1,1,1,2019-04-29,2019-04-29,2019-04-29
sketchup,2,trimble-sketchup|google-sketchup,0|1,1,1,2013-07-21|2013-07-21,2013-07-21,2013-07-21
vavr,1,javaslang,1,1,1,2017-10-27,2017-10-27,2017-10-27
aws-sts,1,amazon-sts,1,1,1,2017-10-28,2017-10-28,2017-10-28
bitbucket-server,2,atlassian-bitbucketserver|atlassian-stash,1|0,1,1,2017-10-30|2017-10-30,2017-10-30,2017-10-30
mlab,1,mongolab,1,1,1,2017-11-21,2017-11-21,2017-11-21
unix-socket,1,unix-domain-sockets,1,1,1,2019-05-01,2019-05-01,2019-05-01
dwm,2,dwm-api|dwmapi,0|1,1,1,2017-10-17|2010-12-06,2010-12-06,2017-10-17
playstation3,1,ps3,1,1,1,2024-03-19,2024-03-19,2024-03-19
amazon-advertising-api,1,amazonads,1,1,1,2024-03-28,2024-03-28,2024-03-28
appcelerator-studio,1,appc-studio,1,1,1,2016-02-11,2016-02-11,2016-02-11
appcelerator-alloy,1,appc-alloy,1,1,1,2016-02-11,2016-02-11,2016-02-11
netbeans-12,2,netbeans12.0|netbeans-12-0,1|0,1,1,2020-12-09|2020-12-09,2020-12-09,2020-12-09
macos-high-sierra,1,osx-high-sierra,1,1,1,2019-05-03,2019-05-03,2019-05-03
flet,1,python-flet,1,1,1,2023-12-28,2023-12-28,2023-12-28
ruby-c-extension,3,ruby-c-api|ruby-extension|ruby-ext,0|1|0,1,1,2014-07-03|2014-07-03|2014-07-03,2014-07-03,2014-07-03
javascript-debugger,1,jsdebug,1,1,1,2010-08-11,2010-08-11,2010-08-11
matlab-coder,1,embedded-matlab,1,1,1,2013-09-11,2013-09-11,2013-09-11
playframework,1,play-mvc,1,1,1,2013-09-28,2013-09-28,2013-09-28
boost-propertytree,1,ptree,1,1,1,2021-12-15,2021-12-15,2021-12-15
cobra-lang,1,cobra,1,1,1,2024-05-15,2024-05-15,2024-05-15
google-maps-sdk-ios,1,google-maps-ios,1,1,1,2019-05-01,2019-05-01,2019-05-01
cloudkit,1,icloudkit,1,1,1,2020-11-27,2020-11-27,2020-11-27
wpf-style,1,wpfstyle,1,1,1,2015-09-11,2015-09-11,2015-09-11
tvos,1,apple-tvos,1,1,1,2015-10-23,2015-10-23,2015-10-23
cocoa-touch,1,cocoa-touch-framework,1,1,1,2015-10-09,2015-10-09,2015-10-09
monodevelop,1,xamarin.studio,1,1,1,2013-02-20,2013-02-20,2013-02-20
phpunit,1,phpunit-testing,1,1,1,2020-02-22,2020-02-22,2020-02-22
internet-radio,1,online-radio,1,1,1,2020-02-27,2020-02-27,2020-02-27
actionlink,1,actionlinks,1,1,1,2010-10-01,2010-10-01,2010-10-01
sql-update,2,update-statement|database-update,0|1,1,1,2022-12-20|2021-11-17,2021-11-17,2022-12-20
java.util.scanner,1,java-util-scanner,1,1,1,2015-02-10,2015-02-10,2015-02-10
dataexplorer,1,sede,1,1,1,2016-09-11,2016-09-11,2016-09-11
matter-iot-standard,1,iot-matter,1,1,1,2023-02-07,2023-02-07,2023-02-07
uberjar,1,fatjar,1,1,1,2024-10-12,2024-10-12,2024-10-12
angular-cli,1,ng,1,1,1,2024-03-27,2024-03-27,2024-03-27
working-directory,3,current-working-directory|current-dir|working-folder,1|0|0,1,1,2019-05-04|2019-05-04|2019-05-04,2019-05-04,2019-05-04
whitelist,1,allowlist,0,0,0,2026-03-22,2026-03-22,2026-03-22
tomcat-5.0,1,tomcat-5,0,0,0,2010-07-16,2010-07-16,2010-07-16
phaser-framework,3,phaser.js|phaserjs|phaser.io,0|0|0,0,0,2025-02-15|2023-03-27|2016-10-09,2016-10-09,2025-02-15
postgresql-16,1,postgres-16,0,0,0,2024-11-09,2024-11-09,2024-11-09
postgresql-14,1,postgres-14,0,0,0,2024-11-09,2024-11-09,2024-11-09
postgresql-13,1,postgres-13,0,0,0,2024-11-09,2024-11-09,2024-11-09
postgresql-11,1,postgres-11,0,0,0,2024-11-09,2024-11-09,2024-11-09
postgresql-10,1,postgres-10,0,0,0,2024-11-09,2024-11-09,2024-11-09
latitude-longitude,1,lat-long,0,0,0,2014-01-18,2014-01-18,2014-01-18
broken-image,1,brokenimage,0,0,0,2022-03-24,2022-03-24,2022-03-24
kernel-density,1,kernel-density-kde,0,0,0,2022-03-26,2022-03-26,2022-03-26
sql-server-2008-express,1,sql-server-express-2008,0,0,0,2015-08-06,2015-08-06,2015-08-06
contact-form,1,contactus,0,0,0,2025-03-11,2025-03-11,2025-03-11
tfs-2019,1,tfs2019,0,0,0,2020-07-12,2020-07-12,2020-07-12
code-review,1,code-audit,0,0,0,2010-11-25,2010-11-25,2010-11-25
windows-mobile,1,winmo,0,0,0,2014-02-27,2014-02-27,2014-02-27
chrome-devtools-protocol,1,chrome-cdp,0,0,0,2024-05-10,2024-05-10,2024-05-10
es6-proxy,1,javascript-proxy,0,0,0,2024-05-11,2024-05-11,2024-05-11
swiftdata,1,swift-data,0,0,0,2024-05-17,2024-05-17,2024-05-17
refine.js,2,refine.dev|react-refine,0|0,0,0,2024-05-24|2024-05-24,2024-05-24,2024-05-24
tax,1,tax-rate,0,0,0,2024-06-05,2024-06-05,2024-06-05
hijri,1,islamic-calendar,0,0,0,2020-11-29,2020-11-29,2020-11-29
facebook-page,1,facebook-fanpage,0,0,0,2010-11-19,2010-11-19,2010-11-19
cryptographic-hash-function,1,cryptographichashfunction,0,0,0,2017-08-08,2017-08-08,2017-08-08
controller-action,1,controller-actions,0,0,0,2018-09-20,2018-09-20,2018-09-20
custom-component,1,customcomponents,0,0,0,2011-11-29,2011-11-29,2011-11-29
background-agents,1,background-agent,0,0,0,2018-09-20,2018-09-20,2018-09-20
qlayout,1,qt-layout,0,0,0,2014-12-16,2014-12-16,2014-12-16
ruby-on-rails-3.2,1,ruby-on-rails-3.2.1,0,0,0,2014-11-21,2014-11-21,2014-11-21
office365-apps,1,office365-addin,0,0,0,2015-02-06,2015-02-06,2015-02-06
runloop,1,run-loop,0,0,0,2018-09-21,2018-09-21,2018-09-21
pointer-arithmetic,1,pointer-math,0,0,0,2010-08-30,2010-08-30,2010-08-30
http-permissions-policy,1,feature-policy,0,0,0,2022-12-16,2022-12-16,2022-12-16
neoscms,1,typo3-neos,0,0,0,2019-06-05,2019-06-05,2019-06-05
action-filter,1,action-filters,0,0,0,2010-10-01,2010-10-01,2010-10-01
ecb-pattern,1,entity-control-boundary,0,0,0,2022-12-24,2022-12-24,2022-12-24
google-maps-styling,1,google-maps-styled,0,0,0,2023-02-01,2023-02-01,2023-02-01
android-actionbar-compat,1,actionbarcompat,0,0,0,2014-02-26,2014-02-26,2014-02-26
android-support-library,1,android-compat-lib,0,0,0,2014-07-11,2014-07-11,2014-07-11
hapi-fhir,1,hapi-fhir-android-library,0,0,0,2021-08-27,2021-08-27,2021-08-27
ecmascript-2019,1,es2019,0,0,0,2021-05-29,2021-05-29,2021-05-29
dtd,1,xml-dtd,0,0,0,2019-06-12,2019-06-12,2019-06-12
matrix-inverse,1,inverse-matrix,0,0,0,2013-06-24,2013-06-24,2013-06-24
nelmioapidocbundle,1,nelmio-api-doc,0,0,0,2018-11-08,2018-11-08,2018-11-08
nelmiocorsbundle,1,nelmio-cors,0,0,0,2018-11-08,2018-11-08,2018-11-08
html-tag-summary,1,summary-tag,0,0,0,2022-11-28,2022-11-28,2022-11-28
html-tag-details,1,details-tag,0,0,0,2022-11-28,2022-11-28,2022-11-28
html-sanitizer-api,1,htmlsanitizerapi,0,0,0,2022-12-01,2022-12-01,2022-12-01
parse-live-query,1,parselivequery,0,0,0,2020-10-28,2020-10-28,2020-10-28
iphone-sdk-2,1,ios2,0,0,0,2016-10-25,2016-10-25,2016-10-25
intel-fortran,1,intel-ifort,0,0,0,2021-05-04,2021-05-04,2021-05-04
encrypting-file-system,1,windows-efs,0,0,0,2021-10-11,2021-10-11,2021-10-11
palm-os,1,garnet-os,0,0,0,2010-08-12,2010-08-12,2010-08-12
mojo,1,mojo-sdk,0,0,0,2010-10-30,2010-10-30,2010-10-30
aws-sdk-net,1,aws-sdk-dotnet,0,0,0,2018-10-04,2018-10-04,2018-10-04
sharepoint-rest-api,1,sharepoint-online-rest-api,0,0,0,2018-10-09,2018-10-09,2018-10-09
wcf-extensions,1,wcf-extensibility,0,0,0,2012-02-14,2012-02-14,2012-02-14
prism,1,compositewpf,0,0,0,2012-02-21,2012-02-21,2012-02-21
libming,1,ming-library,0,0,0,2012-03-18,2012-03-18,2012-03-18
ararat-synapse,1,delphi-synapse,0,0,0,2022-10-21,2022-10-21,2022-10-21
kcat,1,kafkacat,0,0,0,2022-11-03,2022-11-03,2022-11-03
azure-artifacts,1,vsts-package-management,0,0,0,2018-09-11,2018-09-11,2018-09-11
azure-pipelines-build-task,1,vsts-build-task,0,0,0,2018-09-11,2018-09-11,2018-09-11
ivar,1,ivars,0,0,0,2018-09-20,2018-09-20,2018-09-20
ifttt,1,if-this-then-that,0,0,0,2022-12-14,2022-12-14,2022-12-14
tde,1,transparentdataencryption,0,0,0,2014-11-27,2014-11-27,2014-11-27
playstation4,1,playstation-ps4,0,0,0,2021-09-20,2021-09-20,2021-09-20
spacy-transformers,1,spacy-pytorch-transformers,0,0,0,2021-09-24,2021-09-24,2021-09-24
flux.jl,1,julia-flux,0,0,0,2021-07-21,2021-07-21,2021-07-21
ecmascript-2020,1,es2020,0,0,0,2021-05-29,2021-05-29,2021-05-29
ecmascript-2021,1,es2021,0,0,0,2021-05-29,2021-05-29,2021-05-29
ecmascript-2017,2,es2017|ecmascript-8,0|0,0,0,2018-04-30|2018-10-03,2018-04-30,2018-10-03
doctrine-orm-filters,1,doctrine2-filters,0,0,0,2019-01-05,2019-01-05,2019-01-05
cloudsponge,1,cloud-sponge,0,0,0,2019-01-17,2019-01-17,2019-01-17
plumatic-schema,1,prismatic-schema,0,0,0,2019-02-09,2019-02-09,2019-02-09
sugarorm,1,android-sugarorm,0,0,0,2019-02-09,2019-02-09,2019-02-09
eloquent-relationship,1,eloquent--relationship,0,0,0,2020-09-27,2020-09-27,2020-09-27
jenkins-x,1,jenkins--x,0,0,0,2020-09-27,2020-09-27,2020-09-27
autoplay,2,flash-autoplay|windows-autoplay,0|0,0,0,2021-10-16|2021-10-16,2021-10-16,2021-10-16
sightcall,1,weemo,0,0,0,2014-11-13,2014-11-13,2014-11-13
etag,1,http-etag,0,0,0,2019-06-08,2019-06-08,2019-06-08
wireless,1,wireless-connection,0,0,0,2020-10-07,2020-10-07,2020-10-07
swift-package-manager,1,swift-spm,0,0,0,2021-09-03,2021-09-03,2021-09-03
compose-db,1,compose.io,0,0,0,2021-09-09,2021-09-09,2021-09-09
columnstore,1,column-store-index,0,0,0,2015-04-03,2015-04-03,2015-04-03
go-zap,1,uber-zap,0,0,0,2021-10-28,2021-10-28,2021-10-28
aec,1,acoustic-echo-cancellatio,0,0,0,2012-01-30,2012-01-30,2012-01-30
spec#,1,spec-sharp,0,0,0,2012-02-14,2012-02-14,2012-02-14
deltaspike,1,seam-solder,0,0,0,2019-07-07,2019-07-07,2019-07-07
swt,1,swtoolkit,0,0,0,2012-03-22,2012-03-22,2012-03-22
css-expressions,1,css-expression,0,0,0,2012-04-29,2012-04-29,2012-04-29
jquery-ui-accordion,2,jquery-accordian|jquery-accordion,0|0,0,0,2010-11-22|2016-07-05,2010-11-22,2016-07-05
google-code,1,google-code-hosting,0,0,0,2010-09-30,2010-09-30,2010-09-30
osdev,1,os-development,0,0,0,2010-07-28,2010-07-28,2010-07-28
ruby-on-rails-4.1,1,ruby-on-rails-4-1,0,0,0,2014-09-08,2014-09-08,2014-09-08
mouselistener,1,mouse-listener,0,0,0,2018-09-06,2018-09-06,2018-09-06
azure-pipelines-release-task,1,vsts-release-task,0,0,0,2018-09-11,2018-09-11,2018-09-11
azure-devops-self-hosted-agent,1,vsts-local-build-agent,0,0,0,2018-09-11,2018-09-11,2018-09-11
active-pattern,1,active-patterns,0,0,0,2012-03-26,2012-03-26,2012-03-26
asp.net-mvc-controller,1,asp.net-mvc-controllers,0,0,0,2010-09-10,2010-09-10,2010-09-10
cf-bosh,1,cloud-foundry-bosh,0,0,0,2019-06-29,2019-06-29,2019-06-29
angularjs-digest,1,angularjs-digest-cycle,0,0,0,2019-06-29,2019-06-29,2019-06-29
scriptlet,1,scriplets,0,0,0,2021-04-09,2021-04-09,2021-04-09
doctrine-orm-postgres,1,doctrine2-postgres,0,0,0,2019-01-05,2019-01-05,2019-01-05
stdstring,1,stlstring,0,0,0,2010-07-22,2010-07-22,2010-07-22
soundcloud-stratus,1,stratus,0,0,0,2022-09-10,2022-09-10,2022-09-10
ibm-pcomm,1,ibm-personal-communications,0,0,0,2019-08-16,2019-08-16,2019-08-16
itanium,1,ia64,0,0,0,2016-12-28,2016-12-28,2016-12-28
redux-toolkit,1,reduxjs-toolkit,0,0,0,2020-11-13,2020-11-13,2020-11-13
ng-class,1,angularjs-ng-class,0,0,0,2015-08-24,2015-08-24,2015-08-24
polymer-1.0,1,polymer-1.x,0,0,0,2016-10-13,2016-10-13,2016-10-13
knockout-2.0,1,knockoutjs2,0,0,0,2012-05-08,2012-05-08,2012-05-08
wrap,1,wraps,0,0,0,2018-08-28,2018-08-28,2018-08-28
virtual-functions,1,virtual-method,0,0,0,2019-07-13,2019-07-13,2019-07-13
